"id","group","day","beep","t","phase","value"
2,0,1,4,4,0,33.9533
2,0,1,5,5,0,
2,0,1,6,6,0,
2,0,2,1,7,0,10.9067
2,0,2,2,8,0,45.8911
2,0,2,3,9,0,28.8756
2,0,2,4,10,0,0.86
2,0,2,5,11,0,
2,0,2,6,12,0,
2,0,3,1,13,0,35.8134
2,0,3,2,14,0,30.9978
2,0,3,3,15,0,12.7823
2,0,3,4,16,0,5.7667
2,0,3,5,17,0,
2,0,3,6,18,0,
2,0,4,1,19,0,13.7201
2,0,4,2,20,0,
2,0,4,3,21,0,7.689
2,0,4,4,22,0,3.6734
2,0,4,5,23,0,
2,0,4,6,24,0,
2,0,5,1,25,0,7.6268
2,0,5,2,26,0,16.2112
2,0,5,3,27,0,9.5957
2,0,5,4,28,0,47.5801
2,0,5,5,29,0,
2,0,5,6,30,0,
2,0,6,1,31,0,0
2,0,6,2,32,0,9.5179
2,0,6,3,33,0,19.5024
2,0,6,4,34,0,2.4868
2,0,6,5,35,0,
2,0,6,6,36,0,
2,0,7,1,37,0,0
2,0,7,2,38,0,3.4246
2,0,7,3,39,0,6.409
2,0,7,4,40,0,15.3935
2,0,7,5,41,0,
2,0,7,6,42,0,
2,0,8,1,43,0,24.3468
2,0,8,2,44,0,15.3313
2,0,8,3,45,0,16.3157
2,0,8,4,46,0,24.9002
2,0,8,5,47,0,
2,0,8,6,48,0,
2,0,9,1,49,1,18.0535
2,0,9,2,50,1,65.638
2,0,9,3,51,1,36.2224
2,0,9,4,52,1,52.4069
2,0,9,5,53,1,
2,0,9,6,54,1,
2,0,10,1,55,1,33.7602
2,0,10,2,56,1,26.3447
2,0,10,3,57,1,30.5291
2,0,10,4,58,1,12.7136
2,0,10,5,59,1,
2,0,10,6,60,1,
2,0,11,1,61,1,21.0669
2,0,11,2,62,1,50.8514
2,0,11,3,63,1,11.0358
2,0,11,4,64,1,13.6203
2,0,11,5,65,1,
2,0,11,6,66,1,
2,0,12,1,67,1,13.5736
2,0,12,2,68,1,36.7581
2,0,12,3,69,1,58.5425
2,0,12,4,70,1,31.727
2,0,12,5,71,1,
2,0,12,6,72,1,
2,0,13,1,73,1,13.6803
2,0,13,2,74,1,17.8647
2,0,13,3,75,1,26.8492
2,0,13,4,76,1,29.4336
2,0,13,5,77,1,
2,0,13,6,78,1,
2,0,14,1,79,1,17.787
2,0,14,2,80,1,56.7714
2,0,14,3,81,1,37.3559
2,0,14,4,82,1,23.3403
2,0,14,5,83,1,
2,0,14,6,84,1,
2,0,15,1,85,1,20.8937
2,0,15,2,86,1,37.8781
2,0,15,3,87,1,10.6626
2,0,15,4,88,1,21.447
2,0,15,5,89,1,
2,0,15,6,90,1,
2,0,16,1,91,1,22.8004
2,0,16,2,92,1,42.9848
2,0,16,3,93,1,18.1693
2,0,16,4,94,1,38.5537
2,0,16,5,95,1,
2,0,16,6,96,1,
2,0,17,1,97,1,10.1071
2,0,17,2,98,1,11.4915
2,0,17,3,99,1,7.676
2,0,17,4,100,1,43.0604
2,0,17,5,101,1,
2,0,17,6,102,1,
2,0,18,1,103,1,66.6138
2,0,18,2,104,1,20.9982
2,0,18,3,105,1,15.3826
2,0,18,4,106,1,17.9671
2,0,18,5,107,1,
2,0,18,6,108,1,
2,0,19,1,109,1,23.9204
2,0,19,2,110,1,26.5049
2,0,19,3,111,1,6.2893
2,0,19,4,112,1,24.8738
2,0,19,5,113,1,
2,0,19,6,114,1,
2,0,20,1,115,1,0
2,0,20,2,116,1,11.2116
2,0,20,3,117,1,16.196
2,0,20,4,118,1,0.1805
2,0,20,5,119,1,
2,0,20,6,120,1,
2,0,21,1,121,1,12.1338
2,0,21,2,122,1,21.1183
2,0,21,3,123,1,11.1027
2,0,21,4,124,1,7.0872
2,0,21,5,125,1,
2,0,21,6,126,1,
2,0,22,1,127,1,28.6405
2,0,22,2,128,1,18.025
2,0,22,3,129,1,16.0094
2,0,22,4,130,1,28.5939
2,0,22,5,131,1,
2,0,22,6,132,1,
2,0,23,1,133,1,14.5472
2,0,23,2,134,1,26.1317
2,0,23,3,135,1,20.9161
2,0,23,4,136,1,18.7006
2,0,23,5,137,1,
2,0,23,6,138,1,
2,0,24,1,139,1,
2,0,24,2,140,1,2.6383
2,0,24,3,141,1,13.8228
2,0,24,4,142,1,22.8072
2,0,24,5,143,1,
2,0,24,6,144,1,
2,0,25,1,145,1,3.7606
2,0,25,2,146,1,5.745
2,0,25,3,147,1,2.7295
2,0,25,4,148,1,3.7139
2,0,25,5,149,1,
2,0,25,6,150,1,
2,0,26,1,151,1,14.2673
2,0,26,2,152,1,19.8517
2,0,26,3,153,1,12.6362
2,0,26,4,154,1,10.6206
2,0,26,5,155,1,
2,0,26,6,156,1,
2,0,27,1,157,1,25.574
2,0,27,2,158,1,15.5584
2,0,27,3,159,1,27.1429
2,0,27,4,160,1,
2,0,27,5,161,1,
2,0,27,6,162,1,
2,0,28,1,163,1,22.4807
2,0,28,2,164,1,26.6651
2,0,28,3,165,1,14.4496
2,0,28,4,166,1,9.434
2,0,28,5,167,1,
2,0,28,6,168,1,
3,0,1,1,1,0,30
3,0,1,2,2,0,14.3844
3,0,1,3,3,0,11.7689
3,0,1,4,4,0,8.9533
3,0,1,5,5,0,
3,0,1,6,6,0,
3,0,2,1,7,0,0
3,0,2,2,8,0,16.8911
3,0,2,3,9,0,11.6756
3,0,2,4,10,0,9.46
3,0,2,5,11,0,
3,0,2,6,12,0,
3,0,3,1,13,0,0
3,0,3,2,14,0,0.7978
3,0,3,3,15,0,0
3,0,3,4,16,0,0
3,0,3,5,17,0,
3,0,3,6,18,0,
3,0,4,1,19,0,1.7201
3,0,4,2,20,0,27.1045
3,0,4,3,21,0,10.089
3,0,4,4,22,0,12.2734
3,0,4,5,23,0,
3,0,4,6,24,0,
3,0,5,1,25,0,0
3,0,5,2,26,0,0
3,0,5,3,27,0,0
3,0,5,4,28,0,9.3801
3,0,5,5,29,0,
3,0,5,6,30,0,
3,0,6,1,31,0,3.9335
3,0,6,2,32,0,0
3,0,6,3,33,0,6.1024
3,0,6,4,34,0,7.8868
3,0,6,5,35,0,
3,0,6,6,36,0,
3,0,7,1,37,0,0
3,0,7,2,38,0,5.2246
3,0,7,3,39,0,4.409
3,0,7,4,40,0,6.3935
3,0,7,5,41,0,
3,0,7,6,42,0,
3,0,8,1,43,0,11.3468
3,0,8,2,44,0,1.7313
3,0,8,3,45,0,0.9157
3,0,8,4,46,0,1.5002
3,0,8,5,47,0,
3,0,8,6,48,0,
3,0,9,1,49,1,4.6535
3,0,9,2,50,1,4.638
3,0,9,3,51,1,7.0224
3,0,9,4,52,1,0
3,0,9,5,53,1,
3,0,9,6,54,1,
3,0,10,1,55,1,5.9602
3,0,10,2,56,1,0
3,0,10,3,57,1,5.3291
3,0,10,4,58,1,26.9136
3,0,10,5,59,1,
3,0,10,6,60,1,
3,0,11,1,61,1,12.2669
3,0,11,2,62,1,18.8514
3,0,11,3,63,1,10.2358
3,0,11,4,64,1,3.0203
3,0,11,5,65,1,
3,0,11,6,66,1,
3,0,12,1,67,1,8.7736
3,0,12,2,68,1,6.3581
3,0,12,3,69,1,7.7425
3,0,12,4,70,1,35.327
3,0,12,5,71,1,
3,0,12,6,72,1,
3,0,13,1,73,1,46.4803
3,0,13,2,74,1,57.8647
3,0,13,3,75,1,48.6492
3,0,13,4,76,1,52.2336
3,0,13,5,77,1,
3,0,13,6,78,1,
3,0,14,1,79,1,3.987
3,0,14,2,80,1,0
3,0,14,3,81,1,8.1559
3,0,14,4,82,1,12.1403
3,0,14,5,83,1,
3,0,14,6,84,1,
3,0,15,1,85,1,3.6937
3,0,15,2,86,1,42.0781
3,0,15,3,87,1,27.4626
3,0,15,4,88,1,7.647
3,0,15,5,89,1,
3,0,15,6,90,1,
3,0,16,1,91,1,6.2004
3,0,16,2,92,1,58.9848
3,0,16,3,93,1,34.1693
3,0,16,4,94,1,28.5537
3,0,16,5,95,1,
3,0,16,6,96,1,
3,0,17,1,97,1,1.9071
3,0,17,2,98,1,15.4915
3,0,17,3,99,1,7.276
3,0,17,4,100,1,14.4604
3,0,17,5,101,1,
3,0,17,6,102,1,
3,0,18,1,103,1,18.4138
3,0,18,2,104,1,32.1982
3,0,18,3,105,1,11.5826
3,0,18,4,106,1,34.5671
3,0,18,5,107,1,
3,0,18,6,108,1,
3,0,19,1,109,1,5.1204
3,0,19,2,110,1,10.1049
3,0,19,3,111,1,31.6893
3,0,19,4,112,1,17.4738
3,0,19,5,113,1,
3,0,19,6,114,1,
3,0,20,1,115,1,8.2271
3,0,20,2,116,1,10.0116
3,0,20,3,117,1,16.796
3,0,20,4,118,1,7.1805
3,0,20,5,119,1,
3,0,20,6,120,1,
3,0,21,1,121,1,31.5338
3,0,21,2,122,1,10.9183
3,0,21,3,123,1,7.9027
3,0,21,4,124,1,8.0872
3,0,21,5,125,1,
3,0,21,6,126,1,
3,0,22,1,127,1,32.0405
3,0,22,2,128,1,34.825
3,0,22,3,129,1,11.8094
3,0,22,4,130,1,22.1939
3,0,22,5,131,1,
3,0,22,6,132,1,
3,0,23,1,133,1,27.1472
3,0,23,2,134,1,18.7317
3,0,23,3,135,1,31.7161
3,0,23,4,136,1,15.7006
3,0,23,5,137,1,
3,0,23,6,138,1,
3,0,24,1,139,1,25.4539
3,0,24,2,140,1,21.4383
3,0,24,3,141,1,15.6228
3,0,24,4,142,1,11.0072
3,0,24,5,143,1,
3,0,24,6,144,1,
3,0,25,1,145,1,30.7606
3,0,25,2,146,1,10.345
3,0,25,3,147,1,17.7295
3,0,25,4,148,1,16.1139
3,0,25,5,149,1,
3,0,25,6,150,1,
3,0,26,1,151,1,18.2673
3,0,26,2,152,1,10.8517
3,0,26,3,153,1,9.0362
3,0,26,4,154,1,25.0206
3,0,26,5,155,1,
3,0,26,6,156,1,
3,0,27,1,157,1,10.774
3,0,27,2,158,1,35.9584
3,0,27,3,159,1,52.7429
3,0,27,4,160,1,21.1273
3,0,27,5,161,1,
3,0,27,6,162,1,
3,0,28,1,163,1,22.2807
3,0,28,2,164,1,17.6651
3,0,28,3,165,1,14.6496
3,0,28,4,166,1,43.234
3,0,28,5,167,1,
3,0,28,6,168,1,
4,0,1,1,1,0,11
4,0,1,2,2,0,42.1844
4,0,1,3,3,0,13.9689
4,0,1,4,4,0,0
4,0,1,5,5,0,
4,0,1,6,6,0,
4,0,2,1,7,0,0
4,0,2,2,8,0,11.6911
4,0,2,3,9,0,0
4,0,2,4,10,0,3.86
4,0,2,5,11,0,
4,0,2,6,12,0,
4,0,3,1,13,0,0
4,0,3,2,14,0,0
4,0,3,3,15,0,3.5823
4,0,3,4,16,0,7.3667
4,0,3,5,17,0,
4,0,3,6,18,0,
4,0,4,1,19,0,0
4,0,4,2,20,0,39.7045
4,0,4,3,21,0,41.089
4,0,4,4,22,0,34.0734
4,0,4,5,23,0,
4,0,4,6,24,0,
4,0,5,1,25,0,0
4,0,5,2,26,0,3.4112
4,0,5,3,27,0,0
4,0,5,4,28,0,24.1801
4,0,5,5,29,0,
4,0,5,6,30,0,
4,0,6,1,31,0,0
4,0,6,2,32,0,
4,0,6,3,33,0,
4,0,6,4,34,0,0
4,0,6,5,35,0,
4,0,6,6,36,0,
4,0,7,1,37,0,0
4,0,7,2,38,0,8.0246
4,0,7,3,39,0,0
4,0,7,4,40,0,
4,0,7,5,41,0,
4,0,7,6,42,0,
4,0,8,1,43,0,0
4,0,8,2,44,0,16.5313
4,0,8,3,45,0,22.7157
4,0,8,4,46,0,0
4,0,8,5,47,0,
4,0,8,6,48,0,
4,0,9,1,49,1,32.8535
4,0,9,2,50,1,25.438
4,0,9,3,51,1,7.8224
4,0,9,4,52,1,9.8069
4,0,9,5,53,1,
4,0,9,6,54,1,
4,0,10,1,55,1,0
4,0,10,2,56,1,2.3447
4,0,10,3,57,1,25.7291
4,0,10,4,58,1,0
4,0,10,5,59,1,
4,0,10,6,60,1,
4,0,11,1,61,1,0
4,0,11,2,62,1,24.4514
4,0,11,3,63,1,0
4,0,11,4,64,1,9.2203
4,0,11,5,65,1,
4,0,11,6,66,1,
4,0,12,1,67,1,2.1736
4,0,12,2,68,1,8.9581
4,0,12,3,69,1,35.7425
4,0,12,4,70,1,17.527
4,0,12,5,71,1,
4,0,12,6,72,1,
4,0,13,1,73,1,0
4,0,13,2,74,1,23.0647
4,0,13,3,75,1,0
4,0,13,4,76,1,0
4,0,13,5,77,1,
4,0,13,6,78,1,
4,0,14,1,79,1,0
4,0,14,2,80,1,0
4,0,14,3,81,1,11.5559
4,0,14,4,82,1,31.1403
4,0,14,5,83,1,
4,0,14,6,84,1,
4,0,15,1,85,1,4.4937
4,0,15,2,86,1,12.8781
4,0,15,3,87,1,0
4,0,15,4,88,1,0
4,0,15,5,89,1,
4,0,15,6,90,1,
4,0,16,1,91,1,0
4,0,16,2,92,1,0
4,0,16,3,93,1,34.3693
4,0,16,4,94,1,15.5537
4,0,16,5,95,1,
4,0,16,6,96,1,
4,0,17,1,97,1,0
4,0,17,2,98,1,14.4915
4,0,17,3,99,1,1.476
4,0,17,4,100,1,0
4,0,17,5,101,1,
4,0,17,6,102,1,
4,0,18,1,103,1,
4,0,18,2,104,1,46.1982
4,0,18,3,105,1,0
4,0,18,4,106,1,0
4,0,18,5,107,1,
4,0,18,6,108,1,
4,0,19,1,109,1,0
4,0,19,2,110,1,0
4,0,19,3,111,1,0
4,0,19,4,112,1,0
4,0,19,5,113,1,
4,0,19,6,114,1,
4,0,20,1,115,1,0
4,0,20,2,116,1,0
4,0,20,3,117,1,0
4,0,20,4,118,1,0
4,0,20,5,119,1,
4,0,20,6,120,1,
4,0,21,1,121,1,0
4,0,21,2,122,1,0
4,0,21,3,123,1,0
4,0,21,4,124,1,
4,0,21,5,125,1,
4,0,21,6,126,1,
4,0,22,1,127,1,0
4,0,22,2,128,1,30.825
4,0,22,3,129,1,0
4,0,22,4,130,1,0
4,0,22,5,131,1,
4,0,22,6,132,1,
4,0,23,1,133,1,0
4,0,23,2,134,1,0.3317
4,0,23,3,135,1,0
4,0,23,4,136,1,0
4,0,23,5,137,1,
4,0,23,6,138,1,
4,0,24,1,139,1,0
4,0,24,2,140,1,0
4,0,24,3,141,1,20.0228
4,0,24,4,142,1,0
4,0,24,5,143,1,
4,0,24,6,144,1,
4,0,25,1,145,1,0
4,0,25,2,146,1,0
4,0,25,3,147,1,0
4,0,25,4,148,1,0
4,0,25,5,149,1,
4,0,25,6,150,1,
4,0,26,1,151,1,0
4,0,26,2,152,1,0
4,0,26,3,153,1,2.8362
4,0,26,4,154,1,5.0206
4,0,26,5,155,1,
4,0,26,6,156,1,
4,0,27,1,157,1,0
4,0,27,2,158,1,
4,0,27,3,159,1,0
4,0,27,4,160,1,0
4,0,27,5,161,1,
4,0,27,6,162,1,
4,0,28,1,163,1,0
4,0,28,2,164,1,0
4,0,28,3,165,1,9.4496
4,0,28,4,166,1,2.034
4,0,28,5,167,1,
4,0,28,6,168,1,
5,0,1,1,1,0,53
5,0,1,2,2,0,0
5,0,1,3,3,0,8.5689
5,0,1,4,4,0,16.7533
5,0,1,5,5,0,
5,0,1,6,6,0,
5,0,2,1,7,0,28.7067
5,0,2,2,8,0,8.6911
5,0,2,3,9,0,11.8756
5,0,2,4,10,0,0.46
5,0,2,5,11,0,
5,0,2,6,12,0,
5,0,3,1,13,0,9.0134
5,0,3,2,14,0,3.7978
5,0,3,3,15,0,20.7823
5,0,3,4,16,0,40.7667
5,0,3,5,17,0,
5,0,3,6,18,0,
5,0,4,1,19,0,27.7201
5,0,4,2,20,0,38.5045
5,0,4,3,21,0,3.089
5,0,4,4,22,0,4.4734
5,0,4,5,23,0,
5,0,4,6,24,0,
5,0,5,1,25,0,46.2268
5,0,5,2,26,0,7.2112
5,0,5,3,27,0,45.3957
5,0,5,4,28,0,38.1801
5,0,5,5,29,0,
5,0,5,6,30,0,
5,0,6,1,31,0,14.1335
5,0,6,2,32,0,0
5,0,6,3,33,0,0.7024
5,0,6,4,34,0,17.6868
5,0,6,5,35,0,
5,0,6,6,36,0,
5,0,7,1,37,0,36.4401
5,0,7,2,38,0,57.4246
5,0,7,3,39,0,16.809
5,0,7,4,40,0,23.1935
5,0,7,5,41,0,
5,0,7,6,42,0,
5,0,8,1,43,0,23.1468
5,0,8,2,44,0,22.7313
5,0,8,3,45,0,27.3157
5,0,8,4,46,0,57.3002
5,0,8,5,47,0,
5,0,8,6,48,0,
5,0,9,1,49,1,21.8535
5,0,9,2,50,1,25.038
5,0,9,3,51,1,20.6224
5,0,9,4,52,1,19.8069
5,0,9,5,53,1,
5,0,9,6,54,1,
5,0,10,1,55,1,24.3602
5,0,10,2,56,1,34.3447
5,0,10,3,57,1,45.9291
5,0,10,4,58,1,61.9136
5,0,10,5,59,1,
5,0,10,6,60,1,
5,0,11,1,61,1,44.6669
5,0,11,2,62,1,38.0514
5,0,11,3,63,1,0
5,0,11,4,64,1,39.6203
5,0,11,5,65,1,
5,0,11,6,66,1,
5,0,12,1,67,1,37.1736
5,0,12,2,68,1,67.5581
5,0,12,3,69,1,16.1425
5,0,12,4,70,1,13.327
5,0,12,5,71,1,
5,0,12,6,72,1,
5,0,13,1,73,1,0
5,0,13,2,74,1,8.4647
5,0,13,3,75,1,21.6492
5,0,13,4,76,1,32.0336
5,0,13,5,77,1,
5,0,13,6,78,1,
5,0,14,1,79,1,27.187
5,0,14,2,80,1,14.9714
5,0,14,3,81,1,22.5559
5,0,14,4,82,1,27.9403
5,0,14,5,83,1,
5,0,14,6,84,1,
5,0,15,1,85,1,23.0937
5,0,15,2,86,1,45.4781
5,0,15,3,87,1,31.6626
5,0,15,4,88,1,15.247
5,0,15,5,89,1,
5,0,15,6,90,1,
5,0,16,1,91,1,11.2004
5,0,16,2,92,1,10.3848
5,0,16,3,93,1,16.9693
5,0,16,4,94,1,28.9537
5,0,16,5,95,1,
5,0,16,6,96,1,
5,0,17,1,97,1,35.5071
5,0,17,2,98,1,29.4915
5,0,17,3,99,1,2.676
5,0,17,4,100,1,14.6604
5,0,17,5,101,1,
5,0,17,6,102,1,
5,0,18,1,103,1,19.2138
5,0,18,2,104,1,16.9982
5,0,18,3,105,1,18.7826
5,0,18,4,106,1,38.1671
5,0,18,5,107,1,
5,0,18,6,108,1,
5,0,19,1,109,1,22.5204
5,0,19,2,110,1,37.7049
5,0,19,3,111,1,40.2893
5,0,19,4,112,1,17.6738
5,0,19,5,113,1,
5,0,19,6,114,1,
5,0,20,1,115,1,38.8271
5,0,20,2,116,1,17.4116
5,0,20,3,117,1,23.196
5,0,20,4,118,1,0
5,0,20,5,119,1,
5,0,20,6,120,1,
5,0,21,1,121,1,15.1338
5,0,21,2,122,1,7.1183
5,0,21,3,123,1,14.9027
5,0,21,4,124,1,0
5,0,21,5,125,1,
5,0,21,6,126,1,
5,0,22,1,127,1,6.4405
5,0,22,2,128,1,8.825
5,0,22,3,129,1,0
5,0,22,4,130,1,0
5,0,22,5,131,1,
5,0,22,6,132,1,
5,0,23,1,133,1,6.9472
5,0,23,2,134,1,6.1317
5,0,23,3,135,1,3.1161
5,0,23,4,136,1,9.3006
5,0,23,5,137,1,
5,0,23,6,138,1,
5,0,24,1,139,1,0
5,0,24,2,140,1,0
5,0,24,3,141,1,25.8228
5,0,24,4,142,1,3.0072
5,0,24,5,143,1,
5,0,24,6,144,1,
5,0,25,1,145,1,19.7606
5,0,25,2,146,1,14.545
5,0,25,3,147,1,51.7295
5,0,25,4,148,1,26.9139
5,0,25,5,149,1,
5,0,25,6,150,1,
5,0,26,1,151,1,3.2673
5,0,26,2,152,1,11.0517
5,0,26,3,153,1,0.8362
5,0,26,4,154,1,21.8206
5,0,26,5,155,1,
5,0,26,6,156,1,
5,0,27,1,157,1,13.774
5,0,27,2,158,1,19.9584
5,0,27,3,159,1,20.7429
5,0,27,4,160,1,16.7273
5,0,27,5,161,1,
5,0,27,6,162,1,
5,0,28,1,163,1,
5,0,28,2,164,1,15.4651
5,0,28,3,165,1,13.4496
5,0,28,4,166,1,41.234
5,0,28,5,167,1,
5,0,28,6,168,1,
6,0,1,1,1,0,12.4
6,0,1,2,2,0,21.3844
6,0,1,3,3,0,6.9689
6,0,1,4,4,0,3.3533
6,0,1,5,5,0,
6,0,1,6,6,0,
6,0,2,1,7,0,0.5067
6,0,2,2,8,0,
6,0,2,3,9,0,0.6756
6,0,2,4,10,0,2.46
6,0,2,5,11,0,
6,0,2,6,12,0,
6,0,3,1,13,0,10.0134
6,0,3,2,14,0,1.1978
6,0,3,3,15,0,1.3823
6,0,3,4,16,0,8.3667
6,0,3,5,17,0,
6,0,3,6,18,0,
6,0,4,1,19,0,1.7201
6,0,4,2,20,0,13.1045
6,0,4,3,21,0,0
6,0,4,4,22,0,10.0734
6,0,4,5,23,0,
6,0,4,6,24,0,
6,0,5,1,25,0,
6,0,5,2,26,0,2.0112
6,0,5,3,27,0,4.9957
6,0,5,4,28,0,3.1801
6,0,5,5,29,0,
6,0,5,6,30,0,
6,0,6,1,31,0,4.3335
6,0,6,2,32,0,5.9179
6,0,6,3,33,0,6.7024
6,0,6,4,34,0,0
6,0,6,5,35,0,
6,0,6,6,36,0,
6,0,7,1,37,0,2.4401
6,0,7,2,38,0,0
6,0,7,3,39,0,0
6,0,7,4,40,0,8.5935
6,0,7,5,41,0,
6,0,7,6,42,0,
6,0,8,1,43,0,0
6,0,8,2,44,0,0
6,0,8,3,45,0,8.1157
6,0,8,4,46,0,8.3002
6,0,8,5,47,0,
6,0,8,6,48,0,
6,0,9,1,49,1,5.4535
6,0,9,2,50,1,3.638
6,0,9,3,51,1,0
6,0,9,4,52,1,4.4069
6,0,9,5,53,1,
6,0,9,6,54,1,
6,0,10,1,55,1,10.5602
6,0,10,2,56,1,0
6,0,10,3,57,1,0.1291
6,0,10,4,58,1,0
6,0,10,5,59,1,
6,0,10,6,60,1,
6,0,11,1,61,1,0.2669
6,0,11,2,62,1,13.4514
6,0,11,3,63,1,43.8358
6,0,11,4,64,1,30.6203
6,0,11,5,65,1,
6,0,11,6,66,1,
6,0,12,1,67,1,34.1736
6,0,12,2,68,1,10.3581
6,0,12,3,69,1,24.3425
6,0,12,4,70,1,15.927
6,0,12,5,71,1,
6,0,12,6,72,1,
6,0,13,1,73,1,11.4803
6,0,13,2,74,1,
6,0,13,3,75,1,8.4492
6,0,13,4,76,1,8.0336
6,0,13,5,77,1,
6,0,13,6,78,1,
